root_id,type,family,subsystem,category,side
720575940596125868,T5c,T5 Neuron,Motion,intrinsic,right
720575940597856265,Tm16,Transmedullary,Color,intrinsic,right
720575940597944841,Tm7,Transmedullary,Color,intrinsic,right
720575940598267657,TmY15,Transmedullary Y,Object,intrinsic,right
720575940599333574,Tm1,Transmedullary,OFF,intrinsic,right
720575940599457990,T4b,T4 Neuron,Motion,intrinsic,right
720575940599459782,T5b,T5 Neuron,Motion,intrinsic,right
720575940599704006,T5a,T5 Neuron,Motion,intrinsic,right
720575940599729862,T5a,T5 Neuron,Motion,intrinsic,right
720575940599733446,T5b,T5 Neuron,Motion,intrinsic,right
720575940599736492,R1-6,Photo Receptors,Photoreceptors,intrinsic,left
720575940599744172,R1-6,Photo Receptors,Photoreceptors,intrinsic,left
720575940599755718,T4a,T4 Neuron,Motion,intrinsic,right
720575940599763910,T5b,T5 Neuron,Motion,intrinsic,right
720575940599797164,Dm3v,Distal Medulla,Form,intrinsic,left
720575940600010668,R1-6,Photo Receptors,Photoreceptors,intrinsic,left
720575940600071689,T5b,T5 Neuron,Motion,intrinsic,right
720575940600084489,Tm9,Transmedullary,Motion,intrinsic,right
720575940600101641,T4a,T4 Neuron,Motion,intrinsic,right
720575940600124169,T5b,T5 Neuron,Motion,intrinsic,right
720575940600143369,T4a,T4 Neuron,Motion,intrinsic,right
720575940600150793,T5a,T5 Neuron,Motion,intrinsic,right
720575940600322965,L2,Lamina Monopolar,OFF,intrinsic,left
720575940600547529,T4a,T4 Neuron,Motion,intrinsic,right
720575940600588204,Dm2,Distal Medulla,Luminance,intrinsic,right
720575940600623020,Dm3q,Distal Medulla,Form,intrinsic,right
720575940600722348,Sm01,Serpentine Medulla,Color,intrinsic,right
720575940600782252,Mi9,Medulla Intrinsic,Luminance,intrinsic,right
720575940600850441,T4c,T4 Neuron,Motion,intrinsic,right
720575940600866569,T5d,T5 Neuron,Motion,intrinsic,right
720575940600934665,T4d,T4 Neuron,Motion,intrinsic,right
720575940601049097,R1-6,Photo Receptors,Photoreceptors,intrinsic,right
720575940601067436,Mi15,Medulla Intrinsic,Luminance,intrinsic,right
720575940601103625,TmY3,Transmedullary Y,Object,intrinsic,right
720575940601206499,T4b,T4 Neuron,Motion,intrinsic,right
720575940601263473,T4a,T4 Neuron,Motion,intrinsic,left
720575940601325484,Mi15,Medulla Intrinsic,Luminance,intrinsic,right
720575940601412361,TmY20,Transmedullary Y,Motion,intrinsic,right
720575940601423625,TmY31,Transmedullary Y,Color,intrinsic,right
720575940601598892,Mi9,Medulla Intrinsic,Luminance,intrinsic,right
720575940601603185,T2a,T2 Neuron,Object,intrinsic,left
720575940601653513,Dm3q,Distal Medulla,Form,intrinsic,right
720575940601672201,T4b,T4 Neuron,Motion,intrinsic,right
720575940601712649,Li22,Lobula Intrinsic,Object,intrinsic,right
720575940601736201,Dm10,Distal Medulla,Luminance,intrinsic,right
720575940601867017,Tm5f,Transmedullary,Color,intrinsic,right
720575940602140862,T5b,T5 Neuron,Motion,intrinsic,right
720575940602289198,R1-6,Photo Receptors,Photoreceptors,intrinsic,left
720575940602398473,Tm3,Transmedullary,ON,intrinsic,right
720575940602401214,T3,T3 Neuron,Object,intrinsic,right
720575940602483424,LC31b,LC,,boundary,left
720575940602497726,T5c,T5 Neuron,Motion,intrinsic,right
720575940602572768,T2a,T2 Neuron,Object,intrinsic,right
720575940602577598,T5a,T5 Neuron,Motion,intrinsic,right
720575940602619249,Dm3p,Distal Medulla,Form,intrinsic,left
720575940602737598,T5a,T5 Neuron,Motion,intrinsic,right
720575940602790610,T5c,T5 Neuron,Motion,intrinsic,right
720575940602857440,Tm8a,Transmedullary,Color,intrinsic,right
720575940602857696,L1,Lamina Monopolar,ON,intrinsic,right
720575940602858464,T2a,T2 Neuron,Object,intrinsic,right
720575940602880736,Tm9,Transmedullary,Motion,intrinsic,right
720575940602885344,cLP01,cLP,,boundary,right
720575940602922976,T2,T2 Neuron,Object,intrinsic,right
720575940602928608,T4c,T4 Neuron,Motion,intrinsic,right
720575940602943968,Mi4,Medulla Intrinsic,Color,intrinsic,right
720575940603011808,LTe66,LT,,boundary,left
720575940603022304,T4a,T4 Neuron,Motion,intrinsic,left
720575940603042272,Mi1,Medulla Intrinsic,ON,intrinsic,right
720575940603067360,LC13,LC,,boundary,right
720575940603077600,LC12,LC,,boundary,left
720575940603114869,R1-6,Photo Receptors,Photoreceptors,intrinsic,left
720575940603174572,LCe06,LC,,boundary,left
720575940603176049,Dm3p,Distal Medulla,Form,intrinsic,left
720575940603200428,Mi1,Medulla Intrinsic,ON,intrinsic,right
720575940603215532,Dm2,Distal Medulla,Luminance,intrinsic,right
720575940603225312,LC17,LC,,boundary,left
720575940603268780,Tm2,Transmedullary,OFF,intrinsic,right
720575940603272038,LC18,LC,,boundary,left
720575940603295200,Mi9,Medulla Intrinsic,Luminance,intrinsic,right
720575940603314144,Y4,Y Neuron,Object,intrinsic,right
720575940603314656,Tm2,Transmedullary,OFF,intrinsic,right
720575940603318240,Tm4,Transmedullary,OFF,intrinsic,left
720575940603327916,Mi1,Medulla Intrinsic,ON,intrinsic,right
720575940603333804,T2a,T2 Neuron,Object,intrinsic,right
720575940603338156,Li17,Lobula Intrinsic,Object,intrinsic,left
720575940603339232,T4c,T4 Neuron,Motion,intrinsic,right
720575940603349216,T5d,T5 Neuron,Motion,intrinsic,left
720575940603356896,T4d,T4 Neuron,Motion,intrinsic,right
720575940603365980,T5a,T5 Neuron,Motion,intrinsic,right
720575940603366112,Dm8b,Distal Medulla,Color,intrinsic,right
720575940603372460,MeTu1,MeTu,,boundary,left
720575940603373916,T5a,T5 Neuron,Motion,intrinsic,right
720575940603379168,Tm25,Transmedullary,Object,intrinsic,left
720575940603383008,Tm3,Transmedullary,ON,intrinsic,right
720575940603384748,Tm4,Transmedullary,OFF,intrinsic,right
720575940603390380,T5c,T5 Neuron,Motion,intrinsic,left
720575940603391404,LC6,LC,,boundary,right
720575940603391712,T4c,T4 Neuron,Motion,intrinsic,right
720575940603391778,T5d,T5 Neuron,Motion,intrinsic,left
720575940603392546,T5b,T5 Neuron,Motion,intrinsic,left
720575940603394272,T4c,T4 Neuron,Motion,intrinsic,right
720575940603397088,MTe04,MT,,boundary,right
720575940603402412,LC12,LC,,boundary,right
720575940603404834,T5d,T5 Neuron,Motion,intrinsic,left
720575940603406258,R1-6,Photo Receptors,Photoreceptors,intrinsic,left
720575940603407328,TmY3,Transmedullary Y,Object,intrinsic,right
720575940603408608,Dm3v,Distal Medulla,Form,intrinsic,right
720575940603435232,C2,Centrifugal,ON,intrinsic,right
720575940603439020,cLP01,cLP,,boundary,right
720575940603449010,R1-6,Photo Receptors,Photoreceptors,intrinsic,left
720575940603452384,LC16,LC,,boundary,left
720575940603457760,Li03,Lobula Intrinsic,Color,intrinsic,left
720575940603471811,T5d,T5 Neuron,Motion,intrinsic,left
720575940603472608,Mi9,Medulla Intrinsic,Luminance,intrinsic,right
720575940603472864,Mi13,Medulla Intrinsic,OFF,intrinsic,right
720575940603487456,T5d,T5 Neuron,Motion,intrinsic,left
720575940603491957,T4a,T4 Neuron,Motion,intrinsic,right
720575940603495340,LC13,LC,,boundary,right
720575940603495648,Tm2,Transmedullary,OFF,intrinsic,right
720575940603497184,Sm12,Serpentine Medulla,Color,intrinsic,right
720575940603498357,T4d,T4 Neuron,Motion,intrinsic,right
720575940603498613,T4c,T4 Neuron,Motion,intrinsic,right
720575940603498869,T4b,T4 Neuron,Motion,intrinsic,right
720575940603501024,Tm9,Transmedullary,Motion,intrinsic,left
720575940603526005,T4a,T4 Neuron,Motion,intrinsic,right
720575940603530464,TmY4,Transmedullary Y,Form,intrinsic,right
720575940603538348,LC17,LC,,boundary,right
720575940603539424,MeMe_e01,MeMe,,boundary,"left,right"
720575940603544363,T5d,T5 Neuron,Motion,intrinsic,left
720575940603552736,LC21,LC,,boundary,left
720575940603556981,T4d,T4 Neuron,Motion,intrinsic,right
720575940603557920,Tm9,Transmedullary,Motion,intrinsic,right
720575940603563893,T4c,T4 Neuron,Motion,intrinsic,right
720575940603568757,T4a,T4 Neuron,Motion,intrinsic,right
720575940603578848,LC11,LC,,boundary,right
720575940603596972,LC44,LC,,boundary,right
720575940603604258,T5b,T5 Neuron,Motion,intrinsic,left
720575940603605538,T4a,T4 Neuron,Motion,intrinsic,left
720575940603618494,MeTu3a,MeTu,,boundary,left
720575940603637438,LC4,LC,,boundary,right
720575940603672032,LC18,LC,,boundary,right
720575940603688226,T5b,T5 Neuron,Motion,intrinsic,left
720575940603701472,Tm9,Transmedullary,Motion,intrinsic,left
720575940603707657,T2,T2 Neuron,Object,intrinsic,right
720575940603714652,T5b,T5 Neuron,Motion,intrinsic,right
720575940603718316,L4,Lamina Monopolar,OFF,intrinsic,right
720575940603761836,T5a,T5 Neuron,Motion,intrinsic,right
720575940603763680,T1,T1 Neuron,OFF,intrinsic,left
720575940603767980,T3,T3 Neuron,Object,intrinsic,right
720575940603784620,Mi2,Medulla Intrinsic,Object,intrinsic,left
720575940603795116,Tlp5,Translobula Plate,Motion,intrinsic,right
720575940603797420,T4c,T4 Neuron,Motion,intrinsic,right
720575940603809452,Tm20,Transmedullary,Color,intrinsic,right
720575940603817900,LPLC1,LPLC,,boundary,right
720575940603818464,T5c,T5 Neuron,Motion,intrinsic,left
720575940603821792,Mi13,Medulla Intrinsic,OFF,intrinsic,left
720575940603823136,LC10e,LC,,boundary,right
720575940603839753,Y12,Y Neuron,Motion,intrinsic,right
720575940603841964,Mi9,Medulla Intrinsic,Luminance,intrinsic,left
720575940603842476,T4d,T4 Neuron,Motion,intrinsic,right
720575940603842988,TmY9q,Transmedullary Y,Form,intrinsic,right
720575940603851180,L4,Lamina Monopolar,OFF,intrinsic,left
720575940603853090,Dm8a,Distal Medulla,Color,intrinsic,left
720575940603859372,Dm3v,Distal Medulla,Form,intrinsic,left
720575940603860000,LC10d,LC,,boundary,right
720575940603873033,T5b,T5 Neuron,Motion,intrinsic,right
720575940603873452,Dm3q,Distal Medulla,Form,intrinsic,left
720575940603884512,Tm1,Transmedullary,OFF,intrinsic,right
720575940603886880,LTe58,LT,,boundary,left
720575940603893280,Tm2,Transmedullary,OFF,intrinsic,right
720575940603896748,TmY31,Transmedullary Y,Color,intrinsic,left
720575940603904496,T4c,T4 Neuron,Motion,intrinsic,right
720575940603909804,LC21,LC,,boundary,right
720575940603915436,Tm20,Transmedullary,Color,intrinsic,right
720575940603917228,LPi09,Lobula Plate Intrinsic,Motion,intrinsic,left
720575940603923116,L5,Lamina Monopolar,ON,intrinsic,right
720575940603932640,Li01,Lobula Intrinsic,Color,intrinsic,left
720575940603934892,Tm4,Transmedullary,OFF,intrinsic,right
720575940603935334,Mi1,Medulla Intrinsic,ON,intrinsic,right
720575940603940012,T5a,T5 Neuron,Motion,intrinsic,right
720575940603944672,LC9,LC,,boundary,left
720575940603948716,Tm36,Transmedullary,Color,intrinsic,left
720575940603948832,TmY11,Transmedullary Y,Color,intrinsic,right
720575940603949024,LC10a,LC,,boundary,left
720575940603962214,LC10d,LC,,boundary,right
720575940603975392,LC28a,LC,,boundary,left
720575940603979488,LC41,LC,,boundary,right
720575940603987390,L4,Lamina Monopolar,OFF,intrinsic,right
720575940603989420,LPLC2,LPLC,,boundary,left
720575940604007392,MeTu4c,MeTu,,boundary,right
720575940604009062,Tm1,Transmedullary,OFF,intrinsic,right
720575940604010412,MTe50,MT,,boundary,left
720575940604012134,TmY11,Transmedullary Y,Color,intrinsic,right
720575940604013926,T2a,T2 Neuron,Object,intrinsic,right
720575940604014112,Dm11,Distal Medulla,Color,intrinsic,right
720575940604016608,LPLC1,LPLC,,boundary,right
720575940604023980,aMe5,aMe,,boundary,right
720575940604024934,TmY31,Transmedullary Y,Color,intrinsic,right
720575940604030176,LTe48,LT,,boundary,right
720575940604030636,LLPC3,LLPC,,boundary,right
720575940604038880,Tm2,Transmedullary,OFF,intrinsic,right
720575940604045484,LLPC2,LLPC,,boundary,left
720575940604058540,LC21,LC,,boundary,left
720575940604070078,Li17,Lobula Intrinsic,Object,intrinsic,left
720575940604076990,Tm3,Transmedullary,ON,intrinsic,right
720575940604080318,Tm9,Transmedullary,Motion,intrinsic,right
720575940604081836,cLP02,cLP,,boundary,left
720575940604084704,T5b,T5 Neuron,Motion,intrinsic,right
720575940604086496,L5,Lamina Monopolar,ON,intrinsic,right
720575940604087230,Tm5e,Transmedullary,Color,intrinsic,right
720575940604094240,Tm1,Transmedullary,OFF,intrinsic,right
720575940604096614,LC24,LC,,boundary,left
720575940604101310,TmY5a,Transmedullary Y,Object,intrinsic,left
720575940604105137,T5b,T5 Neuron,Motion,intrinsic,right
720575940604113442,Y3,Y Neuron,Object,intrinsic,left
720575940604119842,T1,T1 Neuron,OFF,intrinsic,left
720575940604121004,LLPC1,LLPC,,boundary,right
720575940604121278,Dm15,Distal Medulla,OFF,intrinsic,right
720575940604125286,LC13,LC,,boundary,right
720575940604125920,LC10e,LC,,boundary,right
720575940604142453,T4c,T4 Neuron,Motion,intrinsic,right
720575940604151008,Mi1,Medulla Intrinsic,ON,intrinsic,right
720575940604151520,Tm1,Transmedullary,OFF,intrinsic,right
720575940604174882,Tm2,Transmedullary,OFF,intrinsic,left
720575940604175394,Mi15,Medulla Intrinsic,Luminance,intrinsic,left
720575940604179372,T5b,T5 Neuron,Motion,intrinsic,left
720575940604180140,T4b,T4 Neuron,Motion,intrinsic,right
720575940604183654,Tm2,Transmedullary,OFF,intrinsic,right
720575940604187616,Dm10,Distal Medulla,Luminance,intrinsic,right
720575940604188384,Tm5c,Transmedullary,Color,intrinsic,right
720575940604191456,Mi1,Medulla Intrinsic,ON,intrinsic,right
720575940604192992,T5d,T5 Neuron,Motion,intrinsic,left
720575940604198828,T4a,T4 Neuron,Motion,intrinsic,left
720575940604199596,Tm27,Transmedullary,Object,intrinsic,left
720575940604200364,T3,T3 Neuron,Object,intrinsic,left
720575940604209580,Mi4,Medulla Intrinsic,Color,intrinsic,right
720575940604212396,LLPC1,LLPC,,boundary,right
720575940604212838,LC13,LC,,boundary,right
720575940604213937,L4,Lamina Monopolar,OFF,intrinsic,right
720575940604218028,T2a,T2 Neuron,Object,intrinsic,right
720575940604221356,T5c,T5 Neuron,Motion,intrinsic,left
720575940604229152,LC15,LC,,boundary,right
720575940604238513,Dm18,Distal Medulla,ON,intrinsic,right
720575940604247468,Tm27,Transmedullary,Object,intrinsic,right
720575940604248032,T2,T2 Neuron,Object,intrinsic,right
720575940604255712,Mi1,Medulla Intrinsic,ON,intrinsic,right
720575940604265440,Dm3v,Distal Medulla,Form,intrinsic,right
720575940604268972,LC22,LC,,boundary,left
720575940604281120,LC11,LC,,boundary,left
720575940604288172,Tm9,Transmedullary,Motion,intrinsic,left
720575940604304742,MeTu3b,MeTu,,boundary,right
720575940604307936,C3,Centrifugal,ON,intrinsic,right
720575940604323808,T5c,T5 Neuron,Motion,intrinsic,right
720575940604324017,LC6,LC,,boundary,right
720575940604324320,T5c,T5 Neuron,Motion,intrinsic,right
720575940604324576,T4b,T4 Neuron,Motion,intrinsic,left
720575940604336049,T2a,T2 Neuron,Object,intrinsic,right
720575940604337632,T4b,T4 Neuron,Motion,intrinsic,left
720575940604337696,LC16,LC,,boundary,left
720575940604341280,Tm3,Transmedullary,ON,intrinsic,right
720575940604345632,MeTu2a,MeTu,,boundary,right
720575940604351078,cLP02,cLP,,boundary,left
720575940604381886,LC12,LC,,boundary,right
720575940604383776,T4a,T4 Neuron,Motion,intrinsic,right
720575940604386594,T4a,T4 Neuron,Motion,intrinsic,left
720575940604389054,LC10a,LC,,boundary,left
720575940604391904,T3,T3 Neuron,Object,intrinsic,right
720575940604401342,LC11,LC,,boundary,left
720575940604407008,Tlp1,Translobula Plate,Motion,intrinsic,right
720575940604407072,Tm3,Transmedullary,ON,intrinsic,right
720575940604411616,T5b,T5 Neuron,Motion,intrinsic,right
720575940604412896,T5c,T5 Neuron,Motion,intrinsic,right
720575940604413664,T5b,T5 Neuron,Motion,intrinsic,right
720575940604415148,T2a,T2 Neuron,Object,intrinsic,right
720575940604420832,Dm10,Distal Medulla,Luminance,intrinsic,right
720575940604425696,Y11,Y Neuron,Motion,intrinsic,right
720575940604426412,LC24,LC,,boundary,left
720575940604427232,T5b,T5 Neuron,Motion,intrinsic,right
720575940604427552,Mi1,Medulla Intrinsic,ON,intrinsic,left
720575940604432864,T5a,T5 Neuron,Motion,intrinsic,right
720575940604435061,T4b,T4 Neuron,Motion,intrinsic,right
720575940604435814,Dm3p,Distal Medulla,Form,intrinsic,right
720575940604436720,T4d,T4 Neuron,Motion,intrinsic,right
720575940604437094,TmY3,Transmedullary Y,Object,intrinsic,right
720575940604437792,Tm1,Transmedullary,OFF,intrinsic,left
720575940604438048,T2,T2 Neuron,Object,intrinsic,left
720575940604447520,Mi15,Medulla Intrinsic,Luminance,intrinsic,right
720575940604452384,Dm15,Distal Medulla,OFF,intrinsic,left
720575940604453408,Tm3,Transmedullary,ON,intrinsic,left
720575940604455340,Tlp1,Translobula Plate,Motion,intrinsic,right
720575940604457200,T5c,T5 Neuron,Motion,intrinsic,right
720575940604467488,Tm4,Transmedullary,OFF,intrinsic,left
720575940604470188,Mi1,Medulla Intrinsic,ON,intrinsic,left
720575940604474982,T4a,T4 Neuron,Motion,intrinsic,right
720575940604476774,C3,Centrifugal,ON,intrinsic,right
720575940604478065,T4b,T4 Neuron,Motion,intrinsic,left
720575940604480870,Sm13,Serpentine Medulla,Color,intrinsic,right
720575940604484454,Tm27,Transmedullary,Object,intrinsic,left
720575940604485222,Sm01,Serpentine Medulla,Color,intrinsic,left
720575940604487456,T3,T3 Neuron,Object,intrinsic,left
720575940604487968,T5d,T5 Neuron,Motion,intrinsic,right
720575940604494694,Tm9,Transmedullary,Motion,intrinsic,right
720575940604495537,T5d,T5 Neuron,Motion,intrinsic,left
720575940604498022,Tm2,Transmedullary,OFF,intrinsic,right
720575940604500960,LC10d,LC,,boundary,left
720575940604508332,Mi1,Medulla Intrinsic,ON,intrinsic,right
720575940604508960,T2a,T2 Neuron,Object,intrinsic,right
720575940604510892,LC10c,LC,,boundary,left
720575940604511776,T5c,T5 Neuron,Motion,intrinsic,right
720575940604515006,LCe03,LC,,boundary,right
720575940604516710,Sm10,Serpentine Medulla,Color,intrinsic,left
720575940604519014,T3,T3 Neuron,Object,intrinsic,right
720575940604521440,C3,Centrifugal,ON,intrinsic,right
720575940604521952,T4c,T4 Neuron,Motion,intrinsic,right
720575940604525792,L1,Lamina Monopolar,ON,intrinsic,left
720575940604527038,Tm36,Transmedullary,Color,intrinsic,right
720575940604529580,Tm20,Transmedullary,Color,intrinsic,right
720575940604533862,Mi2,Medulla Intrinsic,Object,intrinsic,right
720575940604536934,Tm7,Transmedullary,Color,intrinsic,right
720575940604541798,Tm1,Transmedullary,OFF,intrinsic,right
720575940604544358,T5a,T5 Neuron,Motion,intrinsic,right
720575940604550944,Mi15,Medulla Intrinsic,Luminance,intrinsic,left
720575940604553150,Tm21,Transmedullary,Object,intrinsic,right
720575940604553504,LMa4,Lobula Medulla Amacrine,Object,intrinsic,right
720575940604559811,R1-6,Photo Receptors,Photoreceptors,intrinsic,left
720575940604561510,Tm3,Transmedullary,ON,intrinsic,right
720575940604564512,Mi13,Medulla Intrinsic,OFF,intrinsic,left
720575940604565280,T4a,T4 Neuron,Motion,intrinsic,left
720575940604567486,T4d,T4 Neuron,Motion,intrinsic,right
720575940604578732,TmY31,Transmedullary Y,Color,intrinsic,left
720575940604579500,TmY31,Transmedullary Y,Color,intrinsic,right
720575940604584113,Tm5e,Transmedullary,Color,intrinsic,right
720575940604584416,LTe31,LT,,boundary,right
720575940604584672,L5,Lamina Monopolar,ON,intrinsic,right
720575940604585504,T2a,T2 Neuron,Object,intrinsic,right
720575940604585662,L3,Lamina Monopolar,Luminance,intrinsic,left
720575940604585760,TmY11,Transmedullary Y,Color,intrinsic,left
720575940604590880,L4,Lamina Monopolar,OFF,intrinsic,left
720575940604592160,Tm1,Transmedullary,OFF,intrinsic,left
720575940604597536,LTe38a,LT,,boundary,right
720575940604598974,T1,T1 Neuron,OFF,intrinsic,left
720575940604599654,L5,Lamina Monopolar,ON,intrinsic,right
720575940604601022,LC11,LC,,boundary,left
720575940604605030,C3,Centrifugal,ON,intrinsic,left
720575940604607678,Mi1,Medulla Intrinsic,ON,intrinsic,right
720575940604609056,LPLC4,LPLC,,boundary,right
720575940604609201,Mi9,Medulla Intrinsic,Luminance,intrinsic,left
720575940604610225,T2,T2 Neuron,Object,intrinsic,right
720575940604612286,Tm27,Transmedullary,Object,intrinsic,left
720575940604614060,Dm3q,Distal Medulla,Form,intrinsic,right
720575940604616806,LTe58,LT,,boundary,right
720575940604618417,T5a,T5 Neuron,Motion,intrinsic,left
720575940604621251,R1-6,Photo Receptors,Photoreceptors,intrinsic,left
720575940604622453,T4c,T4 Neuron,Motion,intrinsic,right
720575940604624049,Sm04,Serpentine Medulla,Color,intrinsic,left
720575940604624096,L3,Lamina Monopolar,Luminance,intrinsic,left
720575940604627889,Tm4,Transmedullary,OFF,intrinsic,right
720575940604628158,Tm5a,Transmedullary,Color,intrinsic,left
720575940604629681,T5c,T5 Neuron,Motion,intrinsic,left
720575940604630560,LC11,LC,,boundary,right
720575940604630752,Mi4,Medulla Intrinsic,Color,intrinsic,left
720575940604632753,Dm3v,Distal Medulla,Form,intrinsic,right
720575940604634592,Mi4,Medulla Intrinsic,Color,intrinsic,left
720575940604635253,T4c,T4 Neuron,Motion,intrinsic,right
720575940604635616,L1,Lamina Monopolar,ON,intrinsic,left
720575940604636021,T4c,T4 Neuron,Motion,intrinsic,right
720575940604636789,T4c,T4 Neuron,Motion,intrinsic,right
720575940604637045,T4d,T4 Neuron,Motion,intrinsic,right
720575940604637617,TmY4,Transmedullary Y,Form,intrinsic,left
720575940604640480,Tm5f,Transmedullary,Color,intrinsic,left
720575940604640945,T4a,T4 Neuron,Motion,intrinsic,right
720575940604641504,T2a,T2 Neuron,Object,intrinsic,left
720575940604643872,LC18,LC,,boundary,left
720575940604646316,LC15,LC,,boundary,left
720575940604646368,T2,T2 Neuron,Object,intrinsic,right
720575940604650464,C2,Centrifugal,ON,intrinsic,right
720575940604652512,T4d,T4 Neuron,Motion,intrinsic,right
720575940604654048,C2,Centrifugal,ON,intrinsic,left
720575940604657888,T3,T3 Neuron,Object,intrinsic,left
720575940604658912,Tm4,Transmedullary,OFF,intrinsic,right
720575940604659424,Dm3q,Distal Medulla,Form,intrinsic,left
720575940604659884,Pm01,Proximal Medulla,Object,intrinsic,left
720575940604660401,Dm16,Distal Medulla,OFF,intrinsic,right
720575940604661472,L2,Lamina Monopolar,OFF,intrinsic,left
720575940604664800,Tm9,Transmedullary,Motion,intrinsic,left
720575940604665009,Dm3p,Distal Medulla,Form,intrinsic,right
720575940604666336,T5c,T5 Neuron,Motion,intrinsic,left
720575940604668094,Tm9,Transmedullary,Motion,intrinsic,right
720575940604671200,Dm10,Distal Medulla,Luminance,intrinsic,left
720575940604678880,Dm8b,Distal Medulla,Color,intrinsic,right
720575940604679664,T4d,T4 Neuron,Motion,intrinsic,right
720575940604681830,LC9,LC,,boundary,right
720575940604682412,Tm16,Transmedullary,Color,intrinsic,right
720575940604684209,Y3,Y Neuron,Object,intrinsic,left
720575940604684460,Y3,Y Neuron,Object,intrinsic,left
720575940604685740,Tm2,Transmedullary,OFF,intrinsic,right
720575940604687532,Mi1,Medulla Intrinsic,ON,intrinsic,right
720575940604692070,Mi9,Medulla Intrinsic,Luminance,intrinsic,right
720575940604692704,C3,Centrifugal,ON,intrinsic,right
720575940604694496,T5a,T5 Neuron,Motion,intrinsic,left
720575940604694974,T2a,T2 Neuron,Object,intrinsic,left
720575940604698633,Mi9,Medulla Intrinsic,Luminance,intrinsic,right
720575940604699120,T4b,T4 Neuron,Motion,intrinsic,right
720575940604699825,T4d,T4 Neuron,Motion,intrinsic,right
720575940604700384,Tm7,Transmedullary,Color,intrinsic,right
720575940604704940,T5d,T5 Neuron,Motion,intrinsic,right
720575940604709152,MTe04,MT,,boundary,right
720575940604711392,Tm20,Transmedullary,Color,intrinsic,right
720575940604712113,Mi14,Medulla Intrinsic,Object,intrinsic,left
720575940604712688,T4a,T4 Neuron,Motion,intrinsic,right
720575940604714929,Mi1,Medulla Intrinsic,ON,intrinsic,right
720575940604715744,T2a,T2 Neuron,Object,intrinsic,left
720575940604717233,Mi15,Medulla Intrinsic,Luminance,intrinsic,right
720575940604720096,Mi2,Medulla Intrinsic,Object,intrinsic,left
720575940604721120,Tm20,Transmedullary,Color,intrinsic,left
720575940604721376,Tm20,Transmedullary,Color,intrinsic,right
720575940604721632,T3,T3 Neuron,Object,intrinsic,left
720575940604722244,R1-6,Photo Receptors,Photoreceptors,intrinsic,left
720575940604722622,Y3,Y Neuron,Object,intrinsic,right
720575940604723424,L5,Lamina Monopolar,ON,intrinsic,left
720575940604725606,LC18,LC,,boundary,left
720575940604728009,Mi1,Medulla Intrinsic,ON,intrinsic,left
720575940604731569,T5c,T5 Neuron,Motion,intrinsic,left
720575940604732640,T5d,T5 Neuron,Motion,intrinsic,left
720575940604733216,Mi2,Medulla Intrinsic,Object,intrinsic,left
720575940604734641,Tm2,Transmedullary,OFF,intrinsic,right
720575940604738016,L1,Lamina Monopolar,ON,intrinsic,left
720575940604738225,Tm5c,Transmedullary,Color,intrinsic,left
720575940604738737,T4d,T4 Neuron,Motion,intrinsic,right
720575940604740832,L4,Lamina Monopolar,OFF,intrinsic,left
720575940604741809,T3,T3 Neuron,Object,intrinsic,right
720575940604744625,Tm2,Transmedullary,OFF,intrinsic,left
720575940604745456,T4a,T4 Neuron,Motion,intrinsic,right
720575940604747744,Tm37,Transmedullary,Color,intrinsic,left
720575940604747953,L1,Lamina Monopolar,ON,intrinsic,right
720575940604748768,Mi4,Medulla Intrinsic,Color,intrinsic,left
720575940604749758,LC16,LC,,boundary,left
720575940604754144,Dm8a,Distal Medulla,Color,intrinsic,left
720575940604763360,Mi13,Medulla Intrinsic,OFF,intrinsic,left
720575940604766688,T4c,T4 Neuron,Motion,intrinsic,left
720575940604767618,Tm16,Transmedullary,Color,intrinsic,left
720575940604774572,T5a,T5 Neuron,Motion,intrinsic,right
720575940604778156,T5b,T5 Neuron,Motion,intrinsic,right
720575940604778673,Mi13,Medulla Intrinsic,OFF,intrinsic,right
720575940604781490,T5b,T5 Neuron,Motion,intrinsic,left
720575940604782764,T5c,T5 Neuron,Motion,intrinsic,right
720575940604786720,LC33a,LC,,boundary,right
720575940604786860,Mi15,Medulla Intrinsic,Luminance,intrinsic,left
720575940604786912,TmY4,Transmedullary Y,Form,intrinsic,right
720575940604797100,Tm5a,Transmedullary,Color,intrinsic,right
720575940604799409,TmY31,Transmedullary Y,Color,intrinsic,right
720575940604804798,T4c,T4 Neuron,Motion,intrinsic,right
720575940604805297,Dm3p,Distal Medulla,Form,intrinsic,left
720575940604805566,T4b,T4 Neuron,Motion,intrinsic,right
720575940604807392,T4d,T4 Neuron,Motion,intrinsic,left
720575940604809184,T5d,T5 Neuron,Motion,intrinsic,left
720575940604809918,LLPC1,LLPC,,boundary,left
720575940604810208,Tm9,Transmedullary,Motion,intrinsic,right
720575940604810464,Tm21,Transmedullary,Object,intrinsic,left
720575940604810976,Tm20,Transmedullary,Color,intrinsic,left
720575940604811692,T5b,T5 Neuron,Motion,intrinsic,right
720575940604812204,T4c,T4 Neuron,Motion,intrinsic,right
720575940604812465,T4a,T4 Neuron,Motion,intrinsic,left
720575940604812768,LPi06,Lobula Plate Intrinsic,Motion,intrinsic,left
720575940604813233,Tlp14,Translobula Plate,Motion,intrinsic,right
